Day,DATE,FAJR,Zohar,ASR,MAGHRIB,ESHA
,01-May-23,04:30,13:30,18:30,20:31,22:00
,02-May-23,04:30,13:30,18:30,20:33,22:00
,03-May-23,04:30,13:30,18:30,20:35,22:00
,04-May-23,04:30,13:30,18:30,20:36,22:00
,05-May-23,04:15,13:25,18:30,20:38,22:15
,06-May-23,04:15,13:30,18:30,20:40,22:15
,07-May-23,04:15,13:30,18:30,20:41,22:15
,08-May-23,04:15,13:30,18:30,20:43,22:15
,09-May-23,04:15,13:30,18:30,20:44,22:15
,10-May-23,04:15,13:30,18:30,20:46,22:15
,11-May-23,04:15,13:30,18:30,20:47,22:15
,12-May-23,04:00,13:25,18:45,20:49,22:30
,13-May-23,04:00,13:30,18:45,20:51,22:30
,14-May-23,04:00,13:30,18:45,20:52,22:30
,15-May-23,04:00,13:30,18:45,20:54,22:30
,16-May-23,04:00,13:30,18:45,20:55,22:30
,17-May-23,04:00,13:30,18:45,20:57,22:30
,18-May-23,04:00,13:30,18:45,20:58,22:30
,19-May-23,03:45,13:25,18:45,21:00,22:30
,20-May-23,03:45,13:30,18:45,21:01,22:30
,21-May-23,03:45,13:30,18:45,21:02,22:30
,22-May-23,03:45,13:30,18:45,21:04,22:30
,23-May-23,03:45,13:30,18:45,21:05,22:30
,24-May-23,03:45,13:30,18:45,21:06,22:30
,25-May-23,03:45,13:30,18:45,21:08,22:30
,26-May-23,03:45,13:25,19:00,21:09,22:45
,27-May-23,03:45,13:30,19:00,21:10,22:45
,28-May-23,03:45,13:30,19:00,21:12,22:45
,29-May-23,03:45,13:30,19:00,21:13,22:45
,30-May-23,03:45,13:30,19:00,21:14,22:45
,31-May-23,03:45,13:30,19:00,21:15,22:45
