Day,DATE,FAJR,zohar,ASR,MAGHRIB,Esha
,01-Feb-22,06:30,13:00,15:30,16:58,19:15
,02-Feb-22,06:30,13:00,15:30,17:00,19:15
,03-Feb-22,06:30,13:00,15:30,17:02,19:15
,04-Feb-22,06:30,13:00,15:30,17:04,19:15
,05-Feb-22,06:30,13:00,15:30,17:06,19:15
,06-Feb-22,06:30,13:00,15:30,17:08,19:15
,07-Feb-22,06:30,13:00,15:30,17:09,19:15
,08-Feb-22,06:15,13:00,15:45,17:11,19:15
,09-Feb-22,06:15,13:00,15:45,17:13,19:15
,10-Feb-22,06:15,13:00,15:45,17:15,19:15
,11-Feb-22,06:15,13:00,15:45,17:17,19:15
,12-Feb-22,06:15,13:00,15:45,17:19,19:15
,13-Feb-22,06:15,13:00,15:45,17:21,19:15
,14-Feb-22,06:15,13:00,15:45,17:22,19:15
,15-Feb-22,06:00,13:00,15:45,17:24,19:15
,16-Feb-22,06:00,13:00,15:45,17:26,19:15
,17-Feb-22,06:00,13:00,15:45,17:28,19:15
,18-Feb-22,06:00,13:00,15:45,17:30,19:15
,19-Feb-22,06:00,13:00,15:45,17:31,19:15
,20-Feb-22,06:00,13:00,15:45,17:33,19:15
,21-Feb-22,06:00,13:00,15:45,17:35,19:15
,22-Feb-22,05:45,13:00,16:00,17:37,19:30
,23-Feb-22,05:45,13:00,16:00,17:39,19:30
,24-Feb-22,05:45,13:00,16:00,17:40,19:30
,25-Feb-22,05:45,13:00,16:00,17:42,19:30
,26-Feb-22,05:45,13:00,16:00,17:44,19:30
,27-Feb-22,05:45,13:00,16:00,17:46,19:30
,28-Feb-22,05:45,13:00,16:00,17:47,19:30
